1760964083438 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980730516 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980730528 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760980730532 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760980730532 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760980730536 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980730537 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980730537 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980730540 | EMP-4 | Joao da Silva | mensal $ | SalariedEmployee
1760980730541 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760980730566 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980730566 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980730567 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980730569 | EMP-6 | Joao da Silva | mensal $ | SalariedEmployee
1760980730571 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760980730580 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980730580 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980730580 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980730582 | EMP-8 | Joao da Silva | mensal $ | SalariedEmployee
1760980730584 | __SCHEDULE__::semanal 3 3 | SCHEDULE | semanal 3 3 | SalariedEmployee
1760980730595 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980730596 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980730596 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980730598 | EMP-10 | Joao da Silva | mensal $ | SalariedEmployee
1760980730599 | __SCHEDULE__::semanal 52 1 | SCHEDULE | semanal 52 1 | SalariedEmployee
1760980730609 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980730609 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980730609 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980730611 | EMP-12 | Joao da Silva | semanal 5 | HourlyEmployee
1760980730613 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760980730613 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760980730614 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980730614 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980730615 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779335 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980779343 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980779344 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779363 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980779363 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980779364 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779374 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760980779378 | EMP-2 | Joao da Silva | semanal 5 | HourlyEmployee
1760980779381 | EMP-3 | Joao da Silva | semanal 5 | HourlyEmployee
1760980779383 | EMP-4 | Mariazinha | mensal $ | SalariedEmployee
1760980779386 | EMP-5 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760980779392 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980779392 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980779392 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779568 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980779575 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980779576 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779597 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980779597 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980779598 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779606 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760980779612 | EMP-2 | Maria | semanal 5 | HourlyEmployee
1760980779622 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980779622 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980779623 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779760 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980779767 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980779768 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779787 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980779787 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980779788 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779796 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760980779798 | EMP-2 | Mariazinha | semanal 5 | HourlyEmployee
1760980779801 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760980779804 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1760980779825 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980779826 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980779826 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980779999 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780007 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780008 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780032 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780032 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780032 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780041 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1760980780044 | EMP-2 | Mariazinha | semanal 2 5 | CommissionedEmployee
1760980780047 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1760980780050 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1760980780071 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780071 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780072 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780227 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780234 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780234 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780257 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780257 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780257 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780267 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1760980780273 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1760980780276 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1760980780280 | EMP-4 | Gorete | semanal 5 | HourlyEmployee
1760980780302 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780302 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780303 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780443 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780449 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780450 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780470 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780470 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780471 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780477 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760980780486 | EMP-1 | Joaozinho da Silva | semanal 5 | SalariedEmployee
1760980780493 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1760980780494 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1760980780496 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760980780500 | EMP-1 | Joao da Silva | semanal 5 | CommissionedEmployee
1760980780502 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780503 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780503 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780658 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780665 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780666 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780686 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980780686 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980780687 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980780693 | EMP-1 | Fernanda Montenegro | semanal 5 | HourlyEmployee
1760980780697 | EMP-2 | Paloma Duarte | semanal 5 | HourlyEmployee
1760980780708 | EMP-3 | Lavinia Vlasak | semanal 5 | HourlyEmployee
1760980780710 | EMP-4 | Claudia Abreu | semanal 5 | HourlyEmployee
1760980780715 | EMP-5 | Claudia Raia | semanal 5 | HourlyEmployee
1760980780722 | EMP-6 | Natalia do Valle | mensal $ | SalariedEmployee
1760980780724 | EMP-7 | Regina Duarte | mensal $ | SalariedEmployee
1760980780726 | EMP-8 | Flavia Alessandra | mensal $ | SalariedEmployee
1760980780733 | EMP-9 | Deborah Secco | semanal 2 5 | CommissionedEmployee
1760980780735 | EMP-10 | Ana Paula Arosio | semanal 2 5 | CommissionedEmployee
1760980780739 | EMP-11 | Suzana Vieira | semanal 2 5 | CommissionedEmployee
1760980780742 | EMP-12 | Maite Proenca | semanal 2 5 | CommissionedEmployee
1760980781024 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781031 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781031 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781051 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781051 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781051 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781060 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760980781064 | EMP-2 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760980781071 | EMP-3 | Joaozinho da Silva | semanal 5 | HourlyEmployee
1760980781121 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781121 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781122 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781165 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781165 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781166 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781329 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781336 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781337 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781357 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781357 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781358 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781366 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760980781369 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1760980781373 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760980781378 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781379 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781379 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781381 | EMP-4 | Alfa Um Horista | semanal 5 | HourlyEmployee
1760980781407 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781407 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781408 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781409 | EMP-5 | Alfa Um Horista | semanal 5 | HourlyEmployee
1760980781419 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781419 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781419 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781421 | EMP-6 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1760980781429 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781429 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781430 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781432 | EMP-7 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1760980781440 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781440 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781441 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781442 | EMP-8 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1760980781449 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781450 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781450 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781452 | EMP-9 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1760980781459 | EMP-10 | Joao da Silva | semanal 5 | HourlyEmployee
1760980781462 | EMP-11 | Mariazinha | mensal $ | SalariedEmployee
1760980781463 | EMP-12 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760980781465 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781466 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781466 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781612 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781620 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781621 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781640 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781642 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781642 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781652 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760980781656 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760980781657 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760980781660 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781661 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781661 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781663 | EMP-4 | Joao da Silva | mensal $ | SalariedEmployee
1760980781664 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760980781689 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781689 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781689 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781692 | EMP-6 | Joao da Silva | mensal $ | SalariedEmployee
1760980781694 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760980781705 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781705 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781705 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781707 | EMP-8 | Joao da Silva | mensal $ | SalariedEmployee
1760980781709 | __SCHEDULE__::semanal 3 3 | SCHEDULE | semanal 3 3 | SalariedEmployee
1760980781720 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781721 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781721 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781723 | EMP-10 | Joao da Silva | mensal $ | SalariedEmployee
1760980781724 | __SCHEDULE__::semanal 52 1 | SCHEDULE | semanal 52 1 | SalariedEmployee
1760980781737 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781737 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781738 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760980781740 | EMP-12 | Joao da Silva | semanal 5 | HourlyEmployee
1760980781742 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760980781742 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760980781743 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760980781743 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760980781744 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961237 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961245 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961245 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961266 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961267 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961267 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961279 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760981961285 | EMP-2 | Joao da Silva | semanal 5 | HourlyEmployee
1760981961289 | EMP-3 | Joao da Silva | semanal 5 | HourlyEmployee
1760981961291 | EMP-4 | Mariazinha | mensal $ | SalariedEmployee
1760981961295 | EMP-5 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760981961300 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961302 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961303 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961439 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961446 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961447 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961467 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961467 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961468 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961475 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760981961481 | EMP-2 | Maria | semanal 5 | HourlyEmployee
1760981961491 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961491 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961492 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961640 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961647 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961648 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961668 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961669 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961669 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961677 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760981961679 | EMP-2 | Mariazinha | semanal 5 | HourlyEmployee
1760981961684 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760981961686 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1760981961709 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961709 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961710 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961870 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961879 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961880 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961902 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961902 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961903 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981961910 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1760981961915 | EMP-2 | Mariazinha | semanal 2 5 | CommissionedEmployee
1760981961919 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1760981961921 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1760981961941 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981961942 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981961942 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962092 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962099 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962100 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962119 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962120 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962120 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962127 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1760981962133 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1760981962135 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1760981962138 | EMP-4 | Gorete | semanal 5 | HourlyEmployee
1760981962158 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962158 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962159 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962302 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962309 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962310 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962329 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962330 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962331 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962337 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760981962346 | EMP-1 | Joaozinho da Silva | semanal 5 | SalariedEmployee
1760981962353 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1760981962353 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1760981962356 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760981962361 | EMP-1 | Joao da Silva | semanal 5 | CommissionedEmployee
1760981962363 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962364 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962365 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962522 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962530 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962530 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
